560 100
the -0.001721916 0.0016842897 0.0050332877 0.009762366 -0.009305104 -0.01025689 0.007524572 0.012980113 -0.0069068153 -0.004949407 0.0071263243 -0.0053114295 -0.0044337637 0.008656028 -0.004443503 -0.002173201 0.0037970536 -0.0012084527 -0.008363969 -0.013521167 0.007848519 0.006375077 0.008032032 -0.00048015628 0.005745511 -0.00284608 -0.002788315 0.0044061113 -0.0100270035 -0.0036836318 -0.004343339 -0.00044128942 0.010814778 -0.007866233 -0.0039495355 0.00093357026 0.008683812 -0.006785682 -0.0015993885 -0.0073149493 -0.009132654 0.0029196849 -0.010078733 -0.0038860417 0.0020609188 -0.0010990762 -0.008909019 0.0086586205 0.0057246517 0.010200248 -0.007045909 0.0032391567 -0.0041305632 0.0011248592 0.0074538584 -0.0032946747 0.0055811685 -0.0076622516 -0.0056696306 0.009761909 -0.0014679384 0.0005085349 -0.0037049812 -0.008436213 -0.0045459517 0.004013876 -4.3674627e-05 0.007409661 -0.0049596257 0.005709384 0.0045906804 0.009259746 -0.00018432536 -0.009294252 0.006615377 0.0015593597 0.007530357 -0.0010945566 -0.0038245525 -0.007647097 -0.0020032804 0.0014767805 0.0033483626 0.01039231 -0.007083537 0.0028859524 0.006050576 -0.0026925867 -0.0010513251 0.0077671623 0.0040788953 0.0018489149 0.003428962 0.0011365705 0.012624645 0.007689968 -0.008207819 -0.008864693 0.0019107728 0.006695048
solitaire -0.009466681 0.0049651447 0.004999816 0.006436508 0.0073427474 -0.00865554 0.0019820305 0.009229701 -0.0042361226 -0.00699389 -0.00050936185 -0.0116245495 -0.005390776 0.008818953 0.0035350455 0.0071785 0.007734122 0.0057664644 -0.0038843807 -0.0039242213 0.0028322474 -0.0034836615 0.009479138 -0.010618614 0.0063573853 0.0035130582 -0.0061328183 0.0034460728 -0.0038486896 0.006918687 0.012420099 -0.004031986 0.0005463873 -0.006096427 0.002483767 0.005094566 0.0074015404 0.0054295976 0.0084426515 0.007375672 0.008221234 -0.008684232 -0.010084223 -7.3711155e-05 -0.0013002875 0.0073242513 0.0049347538 -0.0022792856 0.0021555196 0.002520618 0.008771254 -0.010747048 -0.00022941403 0.0033922726 -0.0017907454 0.009266779 0.00979789 0.0059008175 -0.0024087485 0.008044402 -0.008455093 0.0032059809 -0.004325238 -0.0054934826 0.0011433413 0.0068187695 0.0083527295 -0.004114247 0.0058640833 0.009452257 -0.0045484807 -0.008249143 0.006541646 0.0064571397 0.0009022717 -0.005818197 -0.007031329 -0.0028555784 0.004282009 -0.0026231697 -0.010283708 0.0027279193 0.0033388657 -0.003777824 0.00017399907 -0.0011995134 -1.0544834e-05 -0.008235135 0.004248944 -0.0041140746 0.0030968813 -0.00017810955 0.0022864863 -0.007120092 -0.0003134259 0.004590576 0.0059887418 -0.0039556823 -0.0085384175 0.0048290743
. -0.00051644037 0.0038748237 -0.006814114 -0.00084163726 0.007559785 0.005465007 -0.0031882403 0.0050617913 -0.0093660755 0.0053481413 -0.0046565053 -0.005449257 0.0094504105 0.0021130804 0.0078489 -0.0063705123 0.005617671 0.008642597 -0.008503469 -0.0075327083 -0.006650899 -0.0040764255 -0.002912237 -0.009148613 0.0076292553 -0.004597549 0.007477353 0.0045107147 -0.008101666 0.0041806647 0.0072096144 -0.0072510443 -0.0065522348 -0.0027087945 -0.009598423 0.00015220181 -2.699327e-05 0.0025852865 0.0005739648 -0.0023094455 -0.0052099386 0.00058745913 -0.0017065429 0.007031135 0.0052632145 0.0039319023 0.00070844014 -0.0032794687 -0.0039777495 -0.0006108838 0.0022555427 -0.003502638 -0.007178035 -0.0077800513 -0.009808551 -0.005030195 -0.001303135 -0.0047650062 -0.0076662838 -0.0033437945 0.004257736 -0.0036194855 0.008673562 0.0010065748 -0.009040271 0.010554383 0.00815379 0.0066805044 -0.008073955 0.007903401 0.0034585046 0.005602564 0.004956113 0.0018670338 -0.0018062566 0.009152905 0.009547079 0.0034469333 -0.0038311516 0.0006942003 0.00056034053 -0.009127062 -0.009417527 0.0017091929 0.000472006 -0.0050705913 -0.0047492865 -0.0061198287 0.0097466195 0.00065237016 -0.0028949208 0.006751075 0.009057441 -0.0036388584 0.009838737 0.007008157 0.006440083 -0.00063544355 0.009058776 -0.0069244294
, -0.008845357 0.010124313 -0.00014000648 -0.0015754821 0.0044468776 -0.005859507 0.0034119897 0.00910836 0.0049966667 -0.008307654 0.009264495 0.002529554 0.0040391083 -0.00524267 0.00876837 -0.0024414046 0.0093300585 -0.006581286 -0.008268995 0.004676768 0.0020926143 -0.0014425317 0.010106343 0.008942035 -0.010216875 0.0029432564 0.005240563 0.0030597316 0.00063856883 0.0006323444 0.002423944 -0.0036047883 -0.00642306 -0.0023353267 0.002983739 0.010430122 0.009604774 -0.0065433783 -0.0104391435 0.008404923 0.0037988687 0.0040063094 0.0055842856 -0.0024653433 0.008468936 0.0022557185 0.0020463583 -0.0029997926 -0.0027569898 -0.0019253629 0.0049877325 -0.0007685214 -0.009568863 -0.009684781 -0.0068851244 0.0006339048 0.0025300286 0.008971181 0.0044368524 -0.0041463193 0.000277193 0.0050558224 0.0079879565 -0.0016308122 0.002684254 -0.004888351 -0.00039717028 0.009165693 -0.0037172316 -0.007672798 0.005347303 -0.0034851895 -0.00047806837 0.009953209 -0.0010231287 -0.00405046 -0.0053357948 0.0067002536 -0.006538764 0.0027940052 -0.0058424124 0.0052512744 0.0032170524 0.004452 -0.0021879398 -0.0019654834 0.0088964505 0.006478291 -0.0009529486 -0.008904426 -0.0060886 -0.0001289344 -0.00089245156 -0.0021853654 0.01132485 0.0010164157 0.0063241017 -0.00850992 -0.0018107063 -0.005407159
to -0.007998212 0.0022122283 -0.0072300914 -0.0018066368 0.0037433407 0.003844508 0.0019138725 0.004603966 -0.0052770465 0.006491822 -0.0064355964 0.002165623 -0.008039148 0.0033356014 -0.0047208075 -0.004400814 -0.0025026365 0.00415321 0.0057225507 -0.007481667 0.001096184 -0.007645294 0.008567923 0.008597416 -0.0031707818 0.0011759303 -0.00030404984 0.0046796594 -0.010213693 0.0007430267 0.0089686075 0.0025136934 0.0018654539 -0.0096611865 0.0074407845 -0.0044404464 -0.0026998464 0.0029635024 -0.0017684381 -0.00012079898 0.002072151 -0.008041886 -0.010432123 0.009386269 0.0075079864 -0.0074466444 0.002576395 -0.00036448982 0.0051812106 -0.006572818 0.004880944 0.0034771108 0.009971097 -0.004514779 -0.0021805668 -0.006715544 -0.008967457 -0.009524742 -0.0023131606 -0.006314908 0.0049191914 -0.006081775 0.0027211115 0.00040179252 -0.0052336464 6.583696e-05 0.010539829 0.010420091 -0.0058021606 0.011306913 -0.006101135 0.0064100027 -0.0022713465 0.0034026334 0.004394556 0.0076091113 -0.0023042876 0.008554225 0.0068385107 -0.008764015 -0.008795094 -0.008403722 0.001762136 -0.0006623606 -0.007754804 -0.007414065 0.0083362935 0.0034113037 -0.008066068 -0.004237947 0.0048240493 -0.0035714025 0.005299363 -0.003673945 0.0045215096 -0.006375321 0.00678808 0.0035869372 0.0015241905 0.003281375
a -0.009425725 0.003027203 -0.0007786599 -0.008875559 -0.009576599 -0.0034671961 0.0052302405 0.006401459 -0.0076237777 -0.007782076 -0.005256776 -0.004849423 -0.0072210818 -0.0082554575 -0.0024810473 -0.008696331 -0.0055902684 -0.0070750327 -0.0023870745 -0.0044020745 -0.008557538 0.00010588365 0.008956396 0.006942768 -0.0075520314 -0.0034343968 0.0019083143 -0.010682379 -0.00019295886 0.0066971863 0.007674274 -0.008363299 -0.0035254334 -0.00868363 -0.0008706292 0.011277732 0.0065273256 0.0043738736 0.0040239613 -0.004855403 0.009904016 -0.008730736 -0.0082120905 -0.0018203625 0.0006130588 -0.0036860907 -0.0015189283 0.006922471 -0.0002031564 -0.00097365404 0.0033842728 -0.00934355 0.00785912 0.008531397 -0.010445642 0.0033969532 0.010648298 -0.008328156 -0.008303516 -0.007393073 0.008485773 -0.0005261097 0.009386207 -0.008567587 0.0017609898 0.0037937406 0.0012365031 0.003618607 -0.009049729 -0.0071326164 0.0018412804 0.0066963513 0.008845022 0.0055930465 0.00077667803 0.008993341 -0.009311313 0.0030193974 -0.00061715726 0.004608525 0.0065640896 -0.007600315 0.0043790173 -0.0073010065 -0.0017995463 -0.007835164 -0.004912845 0.010719991 -0.0004907715 0.0034782062 0.010803835 0.010078039 -0.008279706 -0.0024985543 0.011849866 0.00685909 -0.0011099369 -0.009981608 0.0037960925 -0.0065190266
of 0.0076313387 -0.0038270066 -0.0010878879 0.001368477 -0.00027588915 -0.00026818633 0.0066862246 0.0017250096 -0.004050597 -0.0019927751 0.0057453355 -0.00026327977 -0.0007013125 0.010254078 -0.004673477 -0.0010071015 0.009600303 0.0056785913 0.0015424467 -0.010803736 0.0014182959 -0.0016532823 0.009929144 0.00067995733 0.0011692458 0.0026678985 -0.0027287446 -0.005625345 -0.0010516994 -0.0019343724 0.008146445 0.009159169 -8.458964e-05 0.0028026027 -0.0067789434 0.0030552458 -0.00667372 -0.009023241 -0.006699703 -0.010059911 0.0074123293 -0.006785991 0.007628974 -0.0070639625 0.0044758758 0.009123055 -0.008370008 -0.01047656 -0.003945686 -0.002204125 0.0002712655 -0.009466422 -0.008637345 0.002932664 -0.008681818 -0.008523022 -0.001774735 -0.009068062 -0.007944541 -0.0081445305 -0.00033892423 -0.0046374067 0.0068619247 0.0011944209 -0.004890385 0.0068725734 -0.005641281 -0.0036866388 -0.008174608 -0.0026734602 -0.0022312622 0.006846215 -0.0020981461 0.004870508 0.007901952 -0.006920377 0.0046223328 0.0059166187 -0.0036015385 0.0072127148 0.005580717 -0.007182491 -0.0077497545 0.0041968552 -0.002216799 -0.0054847277 0.009403348 -0.004111785 -0.005528878 0.00040656107 -0.0017073605 0.001262525 -0.0034794013 2.4561132e-06 0.00058001914 0.002092424 0.008596884 -0.0065730577 -0.0009835692 0.005718487
game 0.0075727976 -0.0037201035 0.008981446 0.00860517 -0.004458089 -0.0013888796 0.004890831 -0.0017200627 -0.00653356 -0.007237174 -0.0008788033 -0.0025285622 0.004493503 -0.0012887131 -5.7800535e-06 0.0021784764 0.005394021 -0.0013240771 -0.006293151 -0.011443872 0.00033143582 0.0074213473 0.0021711802 -0.009583164 -0.008190942 0.0068428335 -0.004774549 0.005416638 -0.008130336 0.008672177 -0.0048276205 0.0036057234 -0.00025827828 -0.00727517 -0.004156035 0.000571751 -0.0051468736 -0.001641584 -0.008558197 0.0012829892 0.009334272 -0.0036202774 -0.001723714 0.0037900542 0.009930702 -0.0064251125 -0.007575976 -0.0034575965 0.009484645 0.0013998098 -0.008022939 -0.002219526 0.009513963 -0.007389089 -0.005999425 0.010006581 -0.00841416 0.0033379153 -0.00048659602 0.006896226 0.008394316 -0.0029163903 -0.0037774062 0.008654887 0.0003521339 0.0072018867 -0.008898019 0.010683184 -0.0025693274 -0.004074438 0.002532358 6.2754574e-05 0.0054552606 -0.0023661405 -0.0028112333 0.0028456629 0.008325281 -0.0051729144 0.0020511195 -0.0073565133 -0.007472506 -0.001303739 -0.009936587 0.004621153 0.00078268675 -0.0016926269 0.005085038 0.010943913 0.009603027 -0.0013843384 0.00343671 -0.002974589 -0.008246467 0.006855768 -0.00035989945 0.0008178577 -0.0013566396 -0.005552061 0.00468026 -0.0041232626
and -0.010192045 0.009779965 0.0041810465 0.009677208 0.0065363552 0.001194875 0.010514659 -0.0022611718 -0.00785258 0.0036325976 0.0035178508 -0.00788712 0.009830372 -0.002447714 0.009793552 0.00079931016 -0.005813164 -0.0032486944 -0.0074662943 -0.005243261 0.0013058234 0.010294209 0.010065997 -0.0072467234 0.0031139746 0.0026846116 -0.0035250813 -0.010063253 -0.00042875993 -0.008146621 0.00813526 -0.005461134 0.006214333 0.009650008 -0.0009503422 0.006193489 -0.0014663594 0.0068550566 0.0030535103 -0.010380061 -0.002177099 0.0024071087 -0.0009592493 -0.0009672457 9.473328e-05 -0.002249065 -0.00016342792 0.0036913534 -0.003948189 -0.0032422857 0.00062118913 -0.00053401483 -0.00019244668 -0.004714708 0.0035961405 -0.001430531 0.0027181315 6.28699e-05 0.0048254696 -0.0066487617 -0.0068297074 -0.0044347527 0.009595956 -0.0019836074 -0.011223686 0.00029492288 -0.0039782827 0.007095592 -0.010853305 0.004866086 -0.009822896 0.0017105348 0.0066178874 0.007323733 -0.0063718194 -0.005400752 -0.0067931553 -0.008212248 -0.010270713 -0.0013759945 -0.0014609076 -0.008031794 0.005698415 0.0030199818 0.0049923123 0.0021698999 0.0006985095 -0.006168423 -0.0010381159 0.0049090614 -0.0037759182 0.002163918 0.00276142 -0.0010183649 0.011586848 0.00995333 0.0029704745 0.0060853856 0.0066852747 -0.005420286
cards -0.0060203937 -0.005516649 -0.007796125 0.008943099 -0.0019141205 -0.009315555 -0.003438505 0.008296609 -0.004262349 -0.004606672 0.0015572922 -0.005583451 -0.0015156714 0.0025928584 -0.0026632722 0.008352713 0.0046079485 -0.011684824 0.00622047 -0.009779635 0.0010473217 0.005578 -0.0040984945 -0.0029238928 0.0076787765 -0.0038368222 -0.0090329405 0.008248014 -0.004117517 -0.00454646 0.010963106 0.0046239165 0.005363392 0.008907623 -0.009733835 0.0074882214 0.0024819658 0.0033907522 0.0005377498 0.0025290519 0.0048988974 0.004620478 -0.0042503783 -0.0043130736 0.0011665829 0.0017708637 -0.0041455273 0.0052592587 0.0046251686 0.008462293 0.003487295 0.007086436 -0.0014522515 0.008131645 0.0028260336 -0.0071459655 -0.0031382286 -0.003168709 0.003431571 -0.00053503877 -0.0027702816 0.007983006 0.0096666915 -0.002240125 -0.0074661956 -0.0035192664 -0.0042243353 -0.008261573 -0.00028653245 -0.0015424608 0.001840395 0.006232194 -0.003393522 -0.009654049 0.003300431 -0.0059441887 0.0025265869 -0.004078171 0.0061363187 0.0014908345 0.0027672474 -0.0037415314 -0.0032032093 0.010254106 0.00030920198 -0.0050636036 -0.007923164 0.002821126 0.008092677 0.0062516103 -0.007181356 0.009802414 0.0039744964 0.008123373 0.012003538 -0.005286595 -0.008380049 0.0044413954 0.0102802 0.0037638184
